id	kind	layer	name
REACTOME:R-CEL-1442490	Pathway	pathway	REACTOME:R-CEL-1442490
REACTOME:R-CEL-1592389	Pathway	pathway	REACTOME:R-CEL-1592389
REACTOME:R-CEL-1474244	Pathway	pathway	REACTOME:R-CEL-1474244
REACTOME:R-CEL-1474290	Pathway	pathway	REACTOME:R-CEL-1474290
REACTOME:R-CEL-1566948	Pathway	pathway	REACTOME:R-CEL-1566948
REACTOME:R-CEL-1566977	Pathway	pathway	REACTOME:R-CEL-1566977
REACTOME:R-CEL-216083	Pathway	pathway	REACTOME:R-CEL-216083
REACTOME:R-CEL-3000157	Pathway	pathway	REACTOME:R-CEL-3000157
REACTOME:R-CEL-3000171	Pathway	pathway	REACTOME:R-CEL-3000171
REACTOME:R-CEL-3000178	Pathway	pathway	REACTOME:R-CEL-3000178
REACTOME:R-CEL-1650814	Pathway	pathway	REACTOME:R-CEL-1650814
REACTOME:R-CEL-2022090	Pathway	pathway	REACTOME:R-CEL-2022090
REACTOME:R-CEL-1480926	Pathway	pathway	REACTOME:R-CEL-1480926
REACTOME:R-CEL-1237044	Pathway	pathway	REACTOME:R-CEL-1237044
REACTOME:R-CEL-1247673	Pathway	pathway	REACTOME:R-CEL-1247673
REACTOME:R-CEL-1483206	Pathway	pathway	REACTOME:R-CEL-1483206
REACTOME:R-CEL-1482788	Pathway	pathway	REACTOME:R-CEL-1482788
REACTOME:R-CEL-1482798	Pathway	pathway	REACTOME:R-CEL-1482798
REACTOME:R-CEL-1482801	Pathway	pathway	REACTOME:R-CEL-1482801
REACTOME:R-CEL-1482839	Pathway	pathway	REACTOME:R-CEL-1482839
REACTOME:R-CEL-1482883	Pathway	pathway	REACTOME:R-CEL-1482883
REACTOME:R-CEL-1482922	Pathway	pathway	REACTOME:R-CEL-1482922
REACTOME:R-CEL-1482925	Pathway	pathway	REACTOME:R-CEL-1482925
REACTOME:R-CEL-1483076	Pathway	pathway	REACTOME:R-CEL-1483076
REACTOME:R-CEL-1483101	Pathway	pathway	REACTOME:R-CEL-1483101
REACTOME:R-CEL-1483115	Pathway	pathway	REACTOME:R-CEL-1483115
REACTOME:R-CEL-1483148	Pathway	pathway	REACTOME:R-CEL-1483148
REACTOME:R-CEL-1483166	Pathway	pathway	REACTOME:R-CEL-1483166
REACTOME:R-CEL-1483191	Pathway	pathway	REACTOME:R-CEL-1483191
REACTOME:R-CEL-1483196	Pathway	pathway	REACTOME:R-CEL-1483196
REACTOME:R-CEL-1483213	Pathway	pathway	REACTOME:R-CEL-1483213
REACTOME:R-CEL-1483226	Pathway	pathway	REACTOME:R-CEL-1483226
REACTOME:R-CEL-1855167	Pathway	pathway	REACTOME:R-CEL-1855167
REACTOME:R-CEL-1855183	Pathway	pathway	REACTOME:R-CEL-1855183
REACTOME:R-CEL-1855191	Pathway	pathway	REACTOME:R-CEL-1855191
REACTOME:R-CEL-1855204	Pathway	pathway	REACTOME:R-CEL-1855204
REACTOME:R-CEL-1483255	Pathway	pathway	REACTOME:R-CEL-1483255
REACTOME:R-CEL-1483248	Pathway	pathway	REACTOME:R-CEL-1483248
REACTOME:R-CEL-1660499	Pathway	pathway	REACTOME:R-CEL-1660499
REACTOME:R-CEL-1660514	Pathway	pathway	REACTOME:R-CEL-1660514
REACTOME:R-CEL-1660516	Pathway	pathway	REACTOME:R-CEL-1660516
REACTOME:R-CEL-1660517	Pathway	pathway	REACTOME:R-CEL-1660517
REACTOME:R-CEL-6814848	Pathway	pathway	REACTOME:R-CEL-6814848
REACTOME:R-CEL-8847453	Pathway	pathway	REACTOME:R-CEL-8847453
REACTOME:R-CEL-1483257	Pathway	pathway	REACTOME:R-CEL-1483257
REACTOME:R-CEL-1489509	Pathway	pathway	REACTOME:R-CEL-1489509
REACTOME:R-CEL-1500931	Pathway	pathway	REACTOME:R-CEL-1500931
REACTOME:R-CEL-373753	Pathway	pathway	REACTOME:R-CEL-373753
REACTOME:R-CEL-446728	Pathway	pathway	REACTOME:R-CEL-446728
REACTOME:R-CEL-156580	Pathway	pathway	REACTOME:R-CEL-156580
REACTOME:R-CEL-156581	Pathway	pathway	REACTOME:R-CEL-156581
REACTOME:R-CEL-156584	Pathway	pathway	REACTOME:R-CEL-156584
REACTOME:R-CEL-156587	Pathway	pathway	REACTOME:R-CEL-156587
REACTOME:R-CEL-156588	Pathway	pathway	REACTOME:R-CEL-156588
REACTOME:R-CEL-156590	Pathway	pathway	REACTOME:R-CEL-156590
REACTOME:R-CEL-159424	Pathway	pathway	REACTOME:R-CEL-159424
REACTOME:R-CEL-173599	Pathway	pathway	REACTOME:R-CEL-173599
REACTOME:R-CEL-174403	Pathway	pathway	REACTOME:R-CEL-174403
REACTOME:R-CEL-2129379	Pathway	pathway	REACTOME:R-CEL-2129379
REACTOME:R-CEL-156842	Pathway	pathway	REACTOME:R-CEL-156842
REACTOME:R-CEL-156902	Pathway	pathway	REACTOME:R-CEL-156902
REACTOME:R-CEL-157118	Pathway	pathway	REACTOME:R-CEL-157118
REACTOME:R-CEL-1912422	Pathway	pathway	REACTOME:R-CEL-1912422
REACTOME:R-CEL-9013694	Pathway	pathway	REACTOME:R-CEL-9013694
REACTOME:R-CEL-157579	Pathway	pathway	REACTOME:R-CEL-157579
REACTOME:R-CEL-180786	Pathway	pathway	REACTOME:R-CEL-180786
REACTOME:R-CEL-157858	Pathway	pathway	REACTOME:R-CEL-157858
REACTOME:R-CEL-190828	Pathway	pathway	REACTOME:R-CEL-190828
REACTOME:R-CEL-499943	Pathway	pathway	REACTOME:R-CEL-499943
REACTOME:R-CEL-8956319	Pathway	pathway	REACTOME:R-CEL-8956319
REACTOME:R-CEL-8956320	Pathway	pathway	REACTOME:R-CEL-8956320
REACTOME:R-CEL-8956321	Pathway	pathway	REACTOME:R-CEL-8956321
REACTOME:R-CEL-1592230	Pathway	pathway	REACTOME:R-CEL-1592230
REACTOME:R-CEL-2151201	Pathway	pathway	REACTOME:R-CEL-2151201
REACTOME:R-CEL-8949613	Pathway	pathway	REACTOME:R-CEL-8949613
REACTOME:R-CEL-177128	Pathway	pathway	REACTOME:R-CEL-177128
REACTOME:R-CEL-177135	Pathway	pathway	REACTOME:R-CEL-177135
REACTOME:R-CEL-1614558	Pathway	pathway	REACTOME:R-CEL-1614558
REACTOME:R-CEL-1614517	Pathway	pathway	REACTOME:R-CEL-1614517
REACTOME:R-CEL-1614635	Pathway	pathway	REACTOME:R-CEL-1614635
REACTOME:R-CEL-1237112	Pathway	pathway	REACTOME:R-CEL-1237112
REACTOME:R-CEL-1614603	Pathway	pathway	REACTOME:R-CEL-1614603
REACTOME:R-CEL-162582	Pathway	pathway	REACTOME:R-CEL-162582
REACTOME:R-CEL-165159	Pathway	pathway	REACTOME:R-CEL-165159
REACTOME:R-CEL-195721	Pathway	pathway	REACTOME:R-CEL-195721
REACTOME:R-CEL-2028269	Pathway	pathway	REACTOME:R-CEL-2028269
REACTOME:R-CEL-354192	Pathway	pathway	REACTOME:R-CEL-354192
REACTOME:R-CEL-372790	Pathway	pathway	REACTOME:R-CEL-372790
REACTOME:R-CEL-5358351	Pathway	pathway	REACTOME:R-CEL-5358351
REACTOME:R-CEL-5683057	Pathway	pathway	REACTOME:R-CEL-5683057
REACTOME:R-CEL-73887	Pathway	pathway	REACTOME:R-CEL-73887
REACTOME:R-CEL-9006925	Pathway	pathway	REACTOME:R-CEL-9006925
REACTOME:R-CEL-9006927	Pathway	pathway	REACTOME:R-CEL-9006927
REACTOME:R-CEL-9006931	Pathway	pathway	REACTOME:R-CEL-9006931
REACTOME:R-CEL-9006934	Pathway	pathway	REACTOME:R-CEL-9006934
REACTOME:R-CEL-9006936	Pathway	pathway	REACTOME:R-CEL-9006936
REACTOME:R-CEL-9716542	Pathway	pathway	REACTOME:R-CEL-9716542
REACTOME:R-CEL-1630316	Pathway	pathway	REACTOME:R-CEL-1630316
REACTOME:R-CEL-1638074	Pathway	pathway	REACTOME:R-CEL-1638074
REACTOME:R-CEL-1638091	Pathway	pathway	REACTOME:R-CEL-1638091
REACTOME:R-CEL-174362	Pathway	pathway	REACTOME:R-CEL-174362
REACTOME:R-CEL-1793185	Pathway	pathway	REACTOME:R-CEL-1793185
REACTOME:R-CEL-1971475	Pathway	pathway	REACTOME:R-CEL-1971475
REACTOME:R-CEL-2142845	Pathway	pathway	REACTOME:R-CEL-2142845
REACTOME:R-CEL-163125	Pathway	pathway	REACTOME:R-CEL-163125
REACTOME:R-CEL-162710	Pathway	pathway	REACTOME:R-CEL-162710
REACTOME:R-CEL-1632852	Pathway	pathway	REACTOME:R-CEL-1632852
REACTOME:R-CEL-9663891	Pathway	pathway	REACTOME:R-CEL-9663891
REACTOME:R-CEL-163359	Pathway	pathway	REACTOME:R-CEL-163359
REACTOME:R-CEL-164378	Pathway	pathway	REACTOME:R-CEL-164378
REACTOME:R-CEL-163358	Pathway	pathway	REACTOME:R-CEL-163358
REACTOME:R-CEL-163680	Pathway	pathway	REACTOME:R-CEL-163680
REACTOME:R-CEL-163754	Pathway	pathway	REACTOME:R-CEL-163754
REACTOME:R-CEL-422356	Pathway	pathway	REACTOME:R-CEL-422356
REACTOME:R-CEL-2022854	Pathway	pathway	REACTOME:R-CEL-2022854
REACTOME:R-CEL-2022857	Pathway	pathway	REACTOME:R-CEL-2022857
REACTOME:R-CEL-2022928	Pathway	pathway	REACTOME:R-CEL-2022928
REACTOME:R-CEL-2024096	Pathway	pathway	REACTOME:R-CEL-2024096
REACTOME:R-CEL-163841	Pathway	pathway	REACTOME:R-CEL-163841
REACTOME:R-CEL-204626	Pathway	pathway	REACTOME:R-CEL-204626
REACTOME:R-CEL-5358493	Pathway	pathway	REACTOME:R-CEL-5358493
REACTOME:R-CEL-9629569	Pathway	pathway	REACTOME:R-CEL-9629569
REACTOME:R-CEL-1640170	Pathway	pathway	REACTOME:R-CEL-1640170
REACTOME:R-CEL-69278	Pathway	pathway	REACTOME:R-CEL-69278
REACTOME:R-CEL-69620	Pathway	pathway	REACTOME:R-CEL-69620
REACTOME:R-CEL-73886	Pathway	pathway	REACTOME:R-CEL-73886
REACTOME:R-CEL-8948216	Pathway	pathway	REACTOME:R-CEL-8948216
REACTOME:R-CEL-166208	Pathway	pathway	REACTOME:R-CEL-166208
REACTOME:R-CEL-380972	Pathway	pathway	REACTOME:R-CEL-380972
REACTOME:R-CEL-166016	Pathway	pathway	REACTOME:R-CEL-166016
REACTOME:R-CEL-166058	Pathway	pathway	REACTOME:R-CEL-166058
REACTOME:R-CEL-166166	Pathway	pathway	REACTOME:R-CEL-166166
REACTOME:R-CEL-450294	Pathway	pathway	REACTOME:R-CEL-450294
REACTOME:R-CEL-1660662	Pathway	pathway	REACTOME:R-CEL-1660662
REACTOME:R-CEL-9840309	Pathway	pathway	REACTOME:R-CEL-9840309
REACTOME:R-CEL-9840310	Pathway	pathway	REACTOME:R-CEL-9840310
REACTOME:R-CEL-937061	Pathway	pathway	REACTOME:R-CEL-937061
REACTOME:R-CEL-167826	Pathway	pathway	REACTOME:R-CEL-167826
REACTOME:R-CEL-166520	Pathway	pathway	REACTOME:R-CEL-166520
REACTOME:R-CEL-187037	Pathway	pathway	REACTOME:R-CEL-187037
REACTOME:R-CEL-167044	Pathway	pathway	REACTOME:R-CEL-167044
REACTOME:R-CEL-171007	Pathway	pathway	REACTOME:R-CEL-171007
REACTOME:R-CEL-168138	Pathway	pathway	REACTOME:R-CEL-168138
REACTOME:R-CEL-975155	Pathway	pathway	REACTOME:R-CEL-975155
REACTOME:R-CEL-168142	Pathway	pathway	REACTOME:R-CEL-168142
REACTOME:R-CEL-975871	Pathway	pathway	REACTOME:R-CEL-975871
REACTOME:R-CEL-168164	Pathway	pathway	REACTOME:R-CEL-168164
REACTOME:R-CEL-168176	Pathway	pathway	REACTOME:R-CEL-168176
REACTOME:R-CEL-168179	Pathway	pathway	REACTOME:R-CEL-168179
REACTOME:R-CEL-168181	Pathway	pathway	REACTOME:R-CEL-168181
REACTOME:R-CEL-168188	Pathway	pathway	REACTOME:R-CEL-168188
REACTOME:R-CEL-168249	Pathway	pathway	REACTOME:R-CEL-168249
REACTOME:R-CEL-168643	Pathway	pathway	REACTOME:R-CEL-168643
REACTOME:R-CEL-168898	Pathway	pathway	REACTOME:R-CEL-168898
REACTOME:R-CEL-168928	Pathway	pathway	REACTOME:R-CEL-168928
REACTOME:R-CEL-1834949	Pathway	pathway	REACTOME:R-CEL-1834949
REACTOME:R-CEL-2029480	Pathway	pathway	REACTOME:R-CEL-2029480
REACTOME:R-CEL-2454202	Pathway	pathway	REACTOME:R-CEL-2454202
REACTOME:R-CEL-5621481	Pathway	pathway	REACTOME:R-CEL-5621481
REACTOME:R-CEL-6798695	Pathway	pathway	REACTOME:R-CEL-6798695
REACTOME:R-CEL-6803157	Pathway	pathway	REACTOME:R-CEL-6803157
REACTOME:R-CEL-168256	Pathway	pathway	REACTOME:R-CEL-168256
REACTOME:R-CEL-168638	Pathway	pathway	REACTOME:R-CEL-168638
REACTOME:R-CEL-622312	Pathway	pathway	REACTOME:R-CEL-622312
REACTOME:R-CEL-181438	Pathway	pathway	REACTOME:R-CEL-181438
REACTOME:R-CEL-5686938	Pathway	pathway	REACTOME:R-CEL-5686938
REACTOME:R-CEL-936440	Pathway	pathway	REACTOME:R-CEL-936440
REACTOME:R-CEL-169893	Pathway	pathway	REACTOME:R-CEL-169893
REACTOME:R-CEL-170968	Pathway	pathway	REACTOME:R-CEL-170968
REACTOME:R-CEL-170834	Pathway	pathway	REACTOME:R-CEL-170834
REACTOME:R-CEL-2173789	Pathway	pathway	REACTOME:R-CEL-2173789
REACTOME:R-CEL-2173791	Pathway	pathway	REACTOME:R-CEL-2173791
REACTOME:R-CEL-2173793	Pathway	pathway	REACTOME:R-CEL-2173793
REACTOME:R-CEL-174143	Pathway	pathway	REACTOME:R-CEL-174143
REACTOME:R-CEL-176408	Pathway	pathway	REACTOME:R-CEL-176408
REACTOME:R-CEL-174417	Pathway	pathway	REACTOME:R-CEL-174417
REACTOME:R-CEL-174411	Pathway	pathway	REACTOME:R-CEL-174411
REACTOME:R-CEL-174824	Pathway	pathway	REACTOME:R-CEL-174824
REACTOME:R-CEL-8963898	Pathway	pathway	REACTOME:R-CEL-8963898
REACTOME:R-CEL-8963899	Pathway	pathway	REACTOME:R-CEL-8963899
REACTOME:R-CEL-8964043	Pathway	pathway	REACTOME:R-CEL-8964043
REACTOME:R-CEL-177929	Pathway	pathway	REACTOME:R-CEL-177929
REACTOME:R-CEL-179812	Pathway	pathway	REACTOME:R-CEL-179812
REACTOME:R-CEL-180292	Pathway	pathway	REACTOME:R-CEL-180292
REACTOME:R-CEL-180336	Pathway	pathway	REACTOME:R-CEL-180336
REACTOME:R-CEL-182971	Pathway	pathway	REACTOME:R-CEL-182971
REACTOME:R-CEL-2024101	Pathway	pathway	REACTOME:R-CEL-2024101
REACTOME:R-CEL-171319	Pathway	pathway	REACTOME:R-CEL-171319
REACTOME:R-CEL-622323	Pathway	pathway	REACTOME:R-CEL-622323
REACTOME:R-CEL-622327	Pathway	pathway	REACTOME:R-CEL-622327
REACTOME:R-CEL-1834941	Pathway	pathway	REACTOME:R-CEL-1834941
REACTOME:R-CEL-3249367	Pathway	pathway	REACTOME:R-CEL-3249367
REACTOME:R-CEL-3134963	Pathway	pathway	REACTOME:R-CEL-3134963
REACTOME:R-CEL-3134973	Pathway	pathway	REACTOME:R-CEL-3134973
REACTOME:R-CEL-3134975	Pathway	pathway	REACTOME:R-CEL-3134975
REACTOME:R-CEL-1852241	Pathway	pathway	REACTOME:R-CEL-1852241
REACTOME:R-CEL-5617833	Pathway	pathway	REACTOME:R-CEL-5617833
REACTOME:R-CEL-210745	Pathway	pathway	REACTOME:R-CEL-210745
REACTOME:R-CEL-186797	Pathway	pathway	REACTOME:R-CEL-186797
REACTOME:R-CEL-186763	Pathway	pathway	REACTOME:R-CEL-186763
REACTOME:R-CEL-187687	Pathway	pathway	REACTOME:R-CEL-187687
REACTOME:R-CEL-198203	Pathway	pathway	REACTOME:R-CEL-198203
REACTOME:R-CEL-198725	Pathway	pathway	REACTOME:R-CEL-198725
REACTOME:R-CEL-198765	Pathway	pathway	REACTOME:R-CEL-198765
REACTOME:R-CEL-189451	Pathway	pathway	REACTOME:R-CEL-189451
REACTOME:R-CEL-189483	Pathway	pathway	REACTOME:R-CEL-189483
REACTOME:R-CEL-190236	Pathway	pathway	REACTOME:R-CEL-190236
REACTOME:R-CEL-5654736	Pathway	pathway	REACTOME:R-CEL-5654736
REACTOME:R-CEL-5654738	Pathway	pathway	REACTOME:R-CEL-5654738
REACTOME:R-CEL-5654741	Pathway	pathway	REACTOME:R-CEL-5654741
REACTOME:R-CEL-5654743	Pathway	pathway	REACTOME:R-CEL-5654743
REACTOME:R-CEL-190239	Pathway	pathway	REACTOME:R-CEL-190239
REACTOME:R-CEL-190371	Pathway	pathway	REACTOME:R-CEL-190371
REACTOME:R-CEL-190372	Pathway	pathway	REACTOME:R-CEL-190372
REACTOME:R-CEL-190241	Pathway	pathway	REACTOME:R-CEL-190241
REACTOME:R-CEL-190375	Pathway	pathway	REACTOME:R-CEL-190375
REACTOME:R-CEL-190377	Pathway	pathway	REACTOME:R-CEL-190377
REACTOME:R-CEL-190242	Pathway	pathway	REACTOME:R-CEL-190242
REACTOME:R-CEL-190370	Pathway	pathway	REACTOME:R-CEL-190370
REACTOME:R-CEL-190373	Pathway	pathway	REACTOME:R-CEL-190373
REACTOME:R-CEL-190374	Pathway	pathway	REACTOME:R-CEL-190374
REACTOME:R-CEL-190322	Pathway	pathway	REACTOME:R-CEL-190322
REACTOME:R-CEL-1307965	Pathway	pathway	REACTOME:R-CEL-1307965
REACTOME:R-CEL-190873	Pathway	pathway	REACTOME:R-CEL-190873
REACTOME:R-CEL-196025	Pathway	pathway	REACTOME:R-CEL-196025
REACTOME:R-CEL-1912408	Pathway	pathway	REACTOME:R-CEL-1912408
REACTOME:R-CEL-1912420	Pathway	pathway	REACTOME:R-CEL-1912420
REACTOME:R-CEL-191273	Pathway	pathway	REACTOME:R-CEL-191273
REACTOME:R-CEL-6807047	Pathway	pathway	REACTOME:R-CEL-6807047
REACTOME:R-CEL-6807062	Pathway	pathway	REACTOME:R-CEL-6807062
REACTOME:R-CEL-192105	Pathway	pathway	REACTOME:R-CEL-192105
REACTOME:R-CEL-193368	Pathway	pathway	REACTOME:R-CEL-193368
REACTOME:R-CEL-193775	Pathway	pathway	REACTOME:R-CEL-193775
REACTOME:R-CEL-193807	Pathway	pathway	REACTOME:R-CEL-193807
REACTOME:R-CEL-193697	Pathway	pathway	REACTOME:R-CEL-193697
REACTOME:R-CEL-193634	Pathway	pathway	REACTOME:R-CEL-193634
REACTOME:R-CEL-193704	Pathway	pathway	REACTOME:R-CEL-193704
REACTOME:R-CEL-204998	Pathway	pathway	REACTOME:R-CEL-204998
REACTOME:R-CEL-194068	Pathway	pathway	REACTOME:R-CEL-194068
REACTOME:R-CEL-159418	Pathway	pathway	REACTOME:R-CEL-159418
REACTOME:R-CEL-194138	Pathway	pathway	REACTOME:R-CEL-194138
REACTOME:R-CEL-4420097	Pathway	pathway	REACTOME:R-CEL-4420097
REACTOME:R-CEL-194315	Pathway	pathway	REACTOME:R-CEL-194315
REACTOME:R-CEL-195258	Pathway	pathway	REACTOME:R-CEL-195258
REACTOME:R-CEL-9012999	Pathway	pathway	REACTOME:R-CEL-9012999
REACTOME:R-CEL-194441	Pathway	pathway	REACTOME:R-CEL-194441
REACTOME:R-CEL-191859	Pathway	pathway	REACTOME:R-CEL-191859
REACTOME:R-CEL-195253	Pathway	pathway	REACTOME:R-CEL-195253
REACTOME:R-CEL-196299	Pathway	pathway	REACTOME:R-CEL-196299
REACTOME:R-CEL-4641265	Pathway	pathway	REACTOME:R-CEL-4641265
REACTOME:R-CEL-5625740	Pathway	pathway	REACTOME:R-CEL-5625740
REACTOME:R-CEL-5626467	Pathway	pathway	REACTOME:R-CEL-5626467
REACTOME:R-CEL-5627083	Pathway	pathway	REACTOME:R-CEL-5627083
REACTOME:R-CEL-5627117	Pathway	pathway	REACTOME:R-CEL-5627117
REACTOME:R-CEL-5627123	Pathway	pathway	REACTOME:R-CEL-5627123
REACTOME:R-CEL-5663213	Pathway	pathway	REACTOME:R-CEL-5663213
REACTOME:R-CEL-5663220	Pathway	pathway	REACTOME:R-CEL-5663220
REACTOME:R-CEL-5666185	Pathway	pathway	REACTOME:R-CEL-5666185
REACTOME:R-CEL-5668599	Pathway	pathway	REACTOME:R-CEL-5668599
REACTOME:R-CEL-201681	Pathway	pathway	REACTOME:R-CEL-201681
REACTOME:R-CEL-3238698	Pathway	pathway	REACTOME:R-CEL-3238698
REACTOME:R-CEL-3858494	Pathway	pathway	REACTOME:R-CEL-3858494
REACTOME:R-CEL-196071	Pathway	pathway	REACTOME:R-CEL-196071
REACTOME:R-CEL-193048	Pathway	pathway	REACTOME:R-CEL-193048
REACTOME:R-CEL-193144	Pathway	pathway	REACTOME:R-CEL-193144
REACTOME:R-CEL-194002	Pathway	pathway	REACTOME:R-CEL-194002
REACTOME:R-CEL-196108	Pathway	pathway	REACTOME:R-CEL-196108
REACTOME:R-CEL-196741	Pathway	pathway	REACTOME:R-CEL-196741
REACTOME:R-CEL-9758890	Pathway	pathway	REACTOME:R-CEL-9758890
REACTOME:R-CEL-9759218	Pathway	pathway	REACTOME:R-CEL-9759218
REACTOME:R-CEL-196849	Pathway	pathway	REACTOME:R-CEL-196849
REACTOME:R-CEL-196757	Pathway	pathway	REACTOME:R-CEL-196757
REACTOME:R-CEL-196780	Pathway	pathway	REACTOME:R-CEL-196780
REACTOME:R-CEL-196807	Pathway	pathway	REACTOME:R-CEL-196807
REACTOME:R-CEL-196819	Pathway	pathway	REACTOME:R-CEL-196819
REACTOME:R-CEL-196836	Pathway	pathway	REACTOME:R-CEL-196836
REACTOME:R-CEL-196843	Pathway	pathway	REACTOME:R-CEL-196843
REACTOME:R-CEL-199220	Pathway	pathway	REACTOME:R-CEL-199220
REACTOME:R-CEL-947581	Pathway	pathway	REACTOME:R-CEL-947581
REACTOME:R-CEL-964975	Pathway	pathway	REACTOME:R-CEL-964975
REACTOME:R-CEL-6806667	Pathway	pathway	REACTOME:R-CEL-6806667
REACTOME:R-CEL-8978934	Pathway	pathway	REACTOME:R-CEL-8978934
REACTOME:R-CEL-198753	Pathway	pathway	REACTOME:R-CEL-198753
REACTOME:R-CEL-199920	Pathway	pathway	REACTOME:R-CEL-199920
REACTOME:R-CEL-9031628	Pathway	pathway	REACTOME:R-CEL-9031628
REACTOME:R-CEL-202670	Pathway	pathway	REACTOME:R-CEL-202670
REACTOME:R-CEL-196783	Pathway	pathway	REACTOME:R-CEL-196783
REACTOME:R-CEL-6811558	Pathway	pathway	REACTOME:R-CEL-6811558
REACTOME:R-CEL-199977	Pathway	pathway	REACTOME:R-CEL-199977
REACTOME:R-CEL-204005	Pathway	pathway	REACTOME:R-CEL-204005
REACTOME:R-CEL-5694530	Pathway	pathway	REACTOME:R-CEL-5694530
REACTOME:R-CEL-6807878	Pathway	pathway	REACTOME:R-CEL-6807878
REACTOME:R-CEL-199991	Pathway	pathway	REACTOME:R-CEL-199991
REACTOME:R-CEL-199992	Pathway	pathway	REACTOME:R-CEL-199992
REACTOME:R-CEL-6811442	Pathway	pathway	REACTOME:R-CEL-6811442
REACTOME:R-CEL-8856828	Pathway	pathway	REACTOME:R-CEL-8856828
REACTOME:R-CEL-9007101	Pathway	pathway	REACTOME:R-CEL-9007101
REACTOME:R-CEL-917729	Pathway	pathway	REACTOME:R-CEL-917729
REACTOME:R-CEL-432720	Pathway	pathway	REACTOME:R-CEL-432720
REACTOME:R-CEL-432722	Pathway	pathway	REACTOME:R-CEL-432722
REACTOME:R-CEL-201556	Pathway	pathway	REACTOME:R-CEL-201556
REACTOME:R-CEL-9701898	Pathway	pathway	REACTOME:R-CEL-9701898
REACTOME:R-CEL-201688	Pathway	pathway	REACTOME:R-CEL-201688
REACTOME:R-CEL-201722	Pathway	pathway	REACTOME:R-CEL-201722
REACTOME:R-CEL-3769402	Pathway	pathway	REACTOME:R-CEL-3769402
REACTOME:R-CEL-4641258	Pathway	pathway	REACTOME:R-CEL-4641258
REACTOME:R-CEL-4641262	Pathway	pathway	REACTOME:R-CEL-4641262
REACTOME:R-CEL-4641263	Pathway	pathway	REACTOME:R-CEL-4641263
REACTOME:R-CEL-203615	Pathway	pathway	REACTOME:R-CEL-203615
REACTOME:R-CEL-2214320	Pathway	pathway	REACTOME:R-CEL-2214320
REACTOME:R-CEL-2243919	Pathway	pathway	REACTOME:R-CEL-2243919
REACTOME:R-CEL-202424	Pathway	pathway	REACTOME:R-CEL-202424
REACTOME:R-CEL-210991	Pathway	pathway	REACTOME:R-CEL-210991
REACTOME:R-CEL-2029482	Pathway	pathway	REACTOME:R-CEL-2029482
REACTOME:R-CEL-2029485	Pathway	pathway	REACTOME:R-CEL-2029485
REACTOME:R-CEL-2046104	Pathway	pathway	REACTOME:R-CEL-2046104
REACTOME:R-CEL-2046105	Pathway	pathway	REACTOME:R-CEL-2046105
REACTOME:R-CEL-2046106	Pathway	pathway	REACTOME:R-CEL-2046106
REACTOME:R-CEL-193648	Pathway	pathway	REACTOME:R-CEL-193648
REACTOME:R-CEL-209776	Pathway	pathway	REACTOME:R-CEL-209776
REACTOME:R-CEL-209905	Pathway	pathway	REACTOME:R-CEL-209905
REACTOME:R-CEL-209931	Pathway	pathway	REACTOME:R-CEL-209931
REACTOME:R-CEL-209968	Pathway	pathway	REACTOME:R-CEL-209968
REACTOME:R-CEL-211163	Pathway	pathway	REACTOME:R-CEL-211163
REACTOME:R-CEL-211000	Pathway	pathway	REACTOME:R-CEL-211000
REACTOME:R-CEL-203927	Pathway	pathway	REACTOME:R-CEL-203927
REACTOME:R-CEL-426486	Pathway	pathway	REACTOME:R-CEL-426486
REACTOME:R-CEL-426496	Pathway	pathway	REACTOME:R-CEL-426496
REACTOME:R-CEL-5578749	Pathway	pathway	REACTOME:R-CEL-5578749
REACTOME:R-CEL-211945	Pathway	pathway	REACTOME:R-CEL-211945
REACTOME:R-CEL-5423646	Pathway	pathway	REACTOME:R-CEL-5423646
REACTOME:R-CEL-211897	Pathway	pathway	REACTOME:R-CEL-211897
REACTOME:R-CEL-211916	Pathway	pathway	REACTOME:R-CEL-211916
REACTOME:R-CEL-211935	Pathway	pathway	REACTOME:R-CEL-211935
REACTOME:R-CEL-211958	Pathway	pathway	REACTOME:R-CEL-211958
REACTOME:R-CEL-211976	Pathway	pathway	REACTOME:R-CEL-211976
REACTOME:R-CEL-211981	Pathway	pathway	REACTOME:R-CEL-211981
REACTOME:R-CEL-217271	Pathway	pathway	REACTOME:R-CEL-217271
REACTOME:R-CEL-71384	Pathway	pathway	REACTOME:R-CEL-71384
REACTOME:R-CEL-8937144	Pathway	pathway	REACTOME:R-CEL-8937144
REACTOME:R-CEL-211999	Pathway	pathway	REACTOME:R-CEL-211999
REACTOME:R-CEL-212165	Pathway	pathway	REACTOME:R-CEL-212165
REACTOME:R-CEL-5250913	Pathway	pathway	REACTOME:R-CEL-5250913
REACTOME:R-CEL-9842860	Pathway	pathway	REACTOME:R-CEL-9842860
REACTOME:R-CEL-9917777	Pathway	pathway	REACTOME:R-CEL-9917777
REACTOME:R-CEL-212436	Pathway	pathway	REACTOME:R-CEL-212436
REACTOME:R-CEL-2032785	Pathway	pathway	REACTOME:R-CEL-2032785
REACTOME:R-CEL-3700989	Pathway	pathway	REACTOME:R-CEL-3700989
REACTOME:R-CEL-383280	Pathway	pathway	REACTOME:R-CEL-383280
REACTOME:R-CEL-8853884	Pathway	pathway	REACTOME:R-CEL-8853884
